Timeratio,evadiff
0.001727116,0.75
0,0.03
0.001890359,0.54
0.001872659,0
0.001915709,0
0.001984127,0
0,0
0.001712329,5.42
0.00174216,0.62
0.001879699,0.07
0,0.4
0.001788909,1.64
0.001805054,0.35
0.001848429,0.24
0,0.19
0,0.4
0.002070393,0.04
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.05
0,6.27
0.001675042,0.25
0.001686341,1.16
0,0.01
0.001669449,0.13
0.001697793,2.42
0.001779359,0.31
0.001814882,0.04
0,0.4
0.001677852,0.16
0,0.2
0.001766784,0.13
0.002277904,0
0.001669449,0.05
0.001751313,0.26
0.001669449,0.54
0.001675042,0.08
0.001677852,0.16
0.001680672,0.24
0.001683502,0.04
0.001689189,0.51
0.002132196,0.16
0.002237136,0.18
0.002242152,0.06
0,0.01
0,0.14
0.001669449,0.05
0.001675042,0
0.001686341,0.17
0.001694915,0.38
0.001692047,0
0.00173913,0.15
0,0.22
0.001897533,0.04
0,0
0.001669449,0.05
0.001672241,0
0.001677852,0.2
0.001677852,0.15
0,0.13
0.002114165,0.27
0,0.45
0,0.15
0,0.35
0,0.29
0.001669449,0.27
0,0.07
0.00170068,0.12
0.001808318,1.59
0.002222222,0.01
0,0.03
0,0
0.002293578,0
0.002298851,0
0,0
0.002304147,0
0.002309469,0
0,0
0.002469136,0
0,0
0.001669449,1.11
0.001760563,0.53
0.001763668,0
0.001818182,13.21
0,0
0,0
0.002066116,0
0.002096436,0
0.002109705,0
0.001669449,0.05
0.001672241,0.13
0.001709402,0.59
0.001798561,1.08
0.001669449,0.74
0,0.18
0,0.22
0,0.32
0.001669449,0.48
0.001697793,0.27
0.001763668,0
0.001669449,0.05
0,0.08
0.001736111,0.09
0,0.09
0.001669449,0.14
0.001677852,0.11
0.001692047,0.26
0.00177305,1.18
0.001669449,0.04
0.001675042,0.14
0.001669449,0.05
0.002352941,0
0.001680672,0
0.001709402,0.36
0.002409639,0.01
0,0.46
0.002415459,0.87
0.001845018,0
0,0.15
0,0.32
0,0.15
0.001669449,0.32
0.001672241,0.27
0.001675042,1
0.001686341,0.14
0.001689189,0.36
0.001709402,2.41
0,0.18
0.00174216,0.43
0.001865672,1.16
0.001869159,0.69
0.001949318,0.6
0,0.01
0.002145923,0.7
0,0.21
0.00170068,0.2
0.001821494,0.06
0.001915709,0
0,1.78
0.001672241,0.65
0.002169197,0.07
0,0.29
0,0
0,0
0.001675042,0.11
0.001677852,0.04
0.001706485,0.42
0.001697793,0.37
0.001757469,5.62
0.001890359,0.4
0.00204918,0.79
0.001669449,0.32
0.001686341,0.19
0,0.06
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.002257336,0.02
0.002309469,0.02
0.002325581,0.1
0,0
0.001675042,0.64
0,0.28
0,0.09
0.001886792,0
0.001968504,0.27
0.001669449,0.32
0.001672241,0.1
0.001893939,0.73
0.002074689,2.93
0.001669449,0
0.001706485,0.43
0.001675042,0.01
0,0.98
0.001798561,0
0,0.15
0.001862197,0.49
0.001669449,0.05
0.001672241,0.13
0.001876173,0
0.001680672,0.03
0.001703578,0.19
0.002439024,0.1
0.001792115,0.71
0.001669449,0
0.001669449,0.37
0.00203252,0.17
0.001669449,0.13
0.002109705,0.3
0.001669449,0.3
0.001692047,1.59
0.001694915,1.34
0.001706485,1.5
0.001718213,0.25
0.001814882,0.2
0,0.03
0.001669449,0.17
0.001831502,0.45
0.001669449,0
0.001669449,0.38
0,1.4
0.001694915,0.16
0.002024291,0
0.00172117,0.09
0.001724138,0.04
0.002083333,0.24
0.002150538,0.46
0.001727116,0.38
0.001824818,0.57
0.001876173,4.65
0.001669449,0.01
0.001672241,0.07
0,0.1
0.001694915,0.02
0.001669449,0.78
0.001669449,0.05
0.001675042,0.13
0,0.02
0.001782531,7.86
0.001814882,0.25
0.001669449,0.05
0,0.01
0.001675042,0.07
0.00170068,0.01
0.001788909,0.01
0.001851852,0.88
0.001855288,0.09
0,0.16
0.002347418,0
0.002457002,0
0,0
0.001669449,0.32
0.001680672,0.53
0.001683502,1.9
0.001972387,0.02
0,0
0.001669449,0.05
0,0.01
0.001672241,0.47
0,0.28
0.001677852,0.09
0.001677852,0.56
0.001680672,0.41
0.002083333,2.42
0.001669449,0.45
0.001677852,0.04
0,0.78
0.001669449,0.05
0.001669449,0.45
0.001776199,0
0,0.01
0,9.93
0.001811594,0
0.001686341,0.18
0.002016129,1.55
0.002277904,0.93
0,1.27
0.001669449,0.05
0,0.12
0,0.05
0,1.16
0.002150538,0.29
0.001821494,0.04
0.001862197,0.02
0.001669449,0.3
0.002118644,0.22
0,0
0,0
0,0
0,0
0.001669449,0.05
0.001733102,1.9
0,0.21
0.001669449,0.45
0,0.02
0,0.06
0,1.42
0.001709402,0.09
0,0.34
0,0.1
0.001675042,0.4
0.001715266,0
0,0
0.001669449,0.37
0.001672241,0.02
0.001683502,0.21
0.001686341,0.05
0.001828154,0.18
0,0.06
0,0.33
0.001669449,0.3
0.001672241,0.24
0,0.14
0.001779359,12.57
0,0.09
0.001675042,0.25
0.00174216,0.38
0,0
0,0
0,0.61
0,0.03
0,1.53
0,0
0.001669449,0.05
0,0.04
0.001669449,0.32
0.001677852,0.5
0.001680672,0.52
0,0.05
0.001680672,0.23
0,0.39
0.001689189,0.02
0.001727116,1.15
0.001669449,0.28
0.002227171,0.86
0.001923077,0.1
0.00204499,0.86
0,1.96
0.002252252,0
0.001669449,0
0.001675042,0.09
0.00170068,0.28
0.001712329,0.01
0.00173913,0.01
0.001669449,0.33
0.001692047,0.44
0.001697793,0
0.001908397,0.1
0.00243309,1.51
0.001712329,0.06
0.001736111,0.89
0.001782531,0.5
0.001675042,1.28
0.001901141,0.05
0,0.19
0.002415459,11.58
0,0.21
0.001706485,0.47
0.001968504,0.46
0.001669449,0.13
0,0.31
0,0.09
0.001766784,0.15
0.001757469,2.94
0,0.32
0,0.34
0,0.04
0.001680672,0.27
0.001709402,0.09
0,0.3
0,1.25
0.001669449,0.12
0.001672241,0.07
0.00170068,0.22
0.001760563,0.26
0,0.15
0.001779359,0.19
0.001782531,0.15
0.001831502,0.23
0.001876173,0.35
0,0.25
0,0.02
0.001669449,0.37
0,0
0.001669449,0.05
0.001669449,0.04
0.001724138,0.19
0.001669449,0.04
0.001675042,0.1
0.001672241,1.09
0,0
0.001672241,0.07
0,0.13
0.001689189,0.67
0.001736111,0.09
0.001733102,0.24
0.001745201,0.09
0.002028398,0.01
0.001733102,0.1
0.00173913,0.78
0.001692047,0.16
0.001694915,0.11
0.001689189,0.05
0.001709402,0.14
0.001824818,0.98
0.001669449,0.37
0.001697793,0.19
0.001956947,0.42
0.001686341,0.07
0.002252252,0.3
0.001689189,0.12
0,0
0,0
0,0
0.001675042,0.08
0.001677852,0.11
0.001757469,0.19
0.001915709,0.1
0.001879699,0
0.001669449,1.03
0,0.14
0.002141328,0
0.001669449,0.05
0.001672241,0.05
0.001736111,0.31
0.00173913,0.03
0.001779359,0.16
0,0.18
0.001669449,0.05
0.001686341,0.42
0.001824818,0
0.001912046,0
0.001841621,0
0,0
0.001669449,0.33
0,0.06
0,0.08
0.001669449,0.3
0.001669449,0
0.001669449,0.3
0.001683502,0.26
0.001677852,0.07
0.001669449,0.32
0.001672241,0.1
0.001675042,0.5
0.001683502,0
0,0.03
0.001669449,0.18
0.001669449,0.37
0.001862197,6.71
0.00203252,0.08
0.001669449,0.05
0.001754386,0.09
0,0.7
0.00170068,0.33
0.001703578,0.18
0,0.18
0.001769912,0.12
0.002159827,0
0.002217295,0
0.001686341,0.09
0.001785714,0.21
0,0.33
0,0.11
0,0.03
0,0.11
0,0
0,0.1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.001677852,0.09
0,0.08
0,0
0.001904762,0.32
0,0.02
0,0.3
0,0.19
0,0.57
0,0.27
0.001669449,0.32
0.001703578,0.12
0.001798561,0.07
0.001886792,0.15
0.001683502,0.24
0,0.05
0.001694915,0.07
0.001883239,0.79
0.001669449,0.05
0.00170068,0.3
0.001703578,0.73
0,0.79
0,1.87
0.001763668,5.43
0,0.1
0,2.05
0.001805054,3.25
0,0.06
0.001808318,1.7
0.002242152,0.22
0.001941748,0.26
0.001960784,1.2
0.001964637,0.3
0.001976285,0.06
0.001669449,0.05
0,0.08
0.001694915,0.27
0.001703578,0.01
0.001706485,0.21
0,0.14
0.001669449,0.05
0.001672241,0.16
0,0.51
0.002237136,0
0.001669449,0.05
0.001672241,0.01
0.001692047,0.16
0,0.09
0,0
0,0.2
0.001669449,0.1
0,0.04
0.001672241,0.36
0,0
0.001669449,0.09
0.001669449,0.02
0.001677852,0.77
0,0.01
0.001697793,0.2
0.001801802,0
0.00173913,0
0.001805054,0
0.001808318,0
0.001763668,0
0.001669449,0.05
0.001672241,0.13
0.001680672,0.33
0,0
0.001694915,0.03
0.001727116,0.41
0,0
0.001675042,0.66
0.00234192,1.28
0,0.07
0.001709402,1.09
0,0.37
0.00172117,3.7
0.001730104,4.32
0.001745201,0.25
0.001964637,0
0.001968504,0
0.001960784,0
0.001669449,0.03
0.001677852,0.2
0,0.1
0.001724138,0
0.001776199,3.75
0.001879699,0.06
0.002016129,0.46
0.002145923,1.33
0,3.06
0.002183406,1.04
0.002188184,1.16
0,0.15
0.002212389,0
0.001669449,0
0.001675042,0
0.001689189,0.12
0,0.99
0.001748252,0.12
0.002444988,0.09
0.002012072,0.58
0,1.8
0.002217295,6.24
0.002222222,0
0.002252252,0
0.002262443,2.74
0.002272727,0
0.002277904,0
0,0
0.002314815,0
0.001669449,0.37
0,0.19
0.001709402,0.19
0.001953125,0.08
0,0.08
0,0.12
0,0.21
0,1.39
0,0.34
0,0
0,0
0.001669449,0.05
0.001669449,0.37
0.00204499,0.5
0,0.24
0,0.09
0,0
0,0
0.001672241,0.07
0.001677852,0.36
0.001680672,0.1
0.001692047,0.07
0.00172117,1.86
0.001669449,0.2
0.00172117,0.04
0.001893939,0.14
0,0.02
0,0.09
0.001908397,0.05
0,0
0,0.36
0.001677852,0.23
0.001669449,0.05
0.001968504,0.02
0.002475248,0.9
0.001677852,0
0,0.01
0.001680672,0.1
0.001689189,3.39
0,0.14
0,0.34
0.002096436,0
0.00212766,0
0,0
0.001968504,0
0.002132196,0
0.001980198,0
0.001984127,0
0.002169197,0
0.002183406,0
0.002188184,0
0.002202643,0
0.002079002,0
0.002242152,0
0.002247191,0
0.002262443,0
0.002267574,0
0.00228833,0
0.002293578,0
0.002309469,0
0.002314815,0
0.002237136,0
0.002320186,0
0.002252252,0
0.002369668,0
0.002375297,0
0.002421308,0
0.002409639,0
0.002427184,0
0.00243309,0
0.002487562,0
0.002475248,0
0.002493766,0
0.00248139,0
0.0025,0
0.001683502,1.12
0.001692047,0.18
0,0.06
0,0.09
0.001669449,0.32
0.001672241,0.22
0.001675042,0.19
0.001683502,0.27
0.001712329,0.02
0.001697793,0.25
0.001792115,0.07
0.001851852,0.42
0,0.99
0.001937984,0
0.001941748,0
0.002,0
0.002267574,0.08
0.002262443,2.42
0.002298851,1.17
0.002183406,0.11
0.002325581,0.75
0.002386635,2.01
0,0.02
0.001980198,0
0.001677852,0.11
0.001669449,0.13
0.001692047,0.09
0,0.05
0.001792115,1.47
0,0.08
0.001675042,0.08
0.00170068,0.11
0.001706485,0.04
0.001718213,0.05
0.00172117,0
0.001776199,0.03
0.001956947,0.49
0.001669449,0.82
0.001672241,0.43
0.001838235,0.43
0.001669449,0.04
0.001669449,0.33
0.001686341,0.06
0.001689189,0.79
0.001686341,0.03
0.001865672,0.02
0.002132196,0.42
0.001754386,0.26
0,4.53
0.002386635,0.29
0.001730104,0.22
0.00174216,0.03
0.001733102,0.37
0.001876173,0.52
0,0.05
0.001890359,0.24
0.001930502,0
0,0.47
0.001941748,0.67
0,0.06
0.00203666,0.24
0.002222222,0.85
0,0
0.002070393,0
0,0
0,0
0.001941748,0.26
0.002024291,0.05
0.002083333,0.06
0.001677852,0.15
0.001680672,0.41
0.001686341,0.17
0.001724138,0.2
0.001745201,0.2
0.001748252,0.34
0.001751313,0
0.001669449,0.05
0.001677852,0.24
0.001680672,0.02
0,0
0.001724138,0.96
0.001798561,0.74
0.001689189,0.18
0.001831502,0.23
0,2.12
0.001869159,3.63
0.001912046,0.07
0.001915709,0.05
0.001675042,0.24
0.002016129,0.01
0.00234192,0.96
0.001669449,0.32
0,0.1
0.001672241,0.27
0.001675042,0.1
0.001686341,0.02
0.001689189,0.07
0.001792115,0.57
0.001669449,0.85
0.001683502,0.43
0.001845018,0.05
0,1.06
0,0.53
0,0.22
0,1.09
0.002169197,0.38
0,0.24
0.00170068,0.04
0.001703578,0.78
0.001706485,0.43
0.001709402,0.82
0.001733102,0.94
0.001897533,0.12
0.002178649,0.14
0,0.12
0.002364066,0.31
0.001769912,0.08
0.001872659,0.06
0.002061856,0
0.002150538,0
0.002155172,0
0.001703578,0.01
0.001683502,0.14
0,0
0,0
0,0
0,0
0.001686341,0.22
0.001976285,1.1
0,0
0.002242152,0
0.002347418,0
0.002352941,0
0.001669449,0.05
0,0.49
0.001677852,0.79
0.001689189,0.13
0.001692047,2.13
0.001748252,0.28
0.001934236,2.15
0.002380952,3.17
0.001672241,0.69
0,0.07
0,0.23
0.001712329,0.07
0,0.13
0,0.11
0.002066116,0.49
0,0.31
0.001715266,0.13
0.002227171,0.51
0,0.23
0.002277904,0.2
0,0.85
0,0
0.00173913,0
0.001677852,0.32
0.001838235,0.2
0.002053388,0.04
0.001855288,0.9
0.002074689,1.12
0.002364066,0.07
0.002188184,0.66
0.002212389,0.61
0.002277904,0.63
0.002427184,0.26
0.002457002,0.05
0,0.04
0,0.14
0.001683502,0.16
0.001845018,5.3
0.002444988,1.34
0.001760563,0.02
0.001763668,1.95
0.002079002,2.72
0.002247191,0.08
0.001855288,1.25
0.001669449,0.05
0.001672241,0.08
0.001669449,0.55
0.001675042,0.13
0.002232143,0
0,0.25
0,0
0,0
0,0
0,0
0,0
0.001677852,0.03
0.001683502,0.35
0.001686341,2.48
0,0
0,0.21
0.001683502,0.23
0.00174216,0.41
0.001675042,0.35
0.001677852,2.85
0.001669449,0.32
0.001669449,0.05
0.001672241,0.01
0.001686341,0.28
0,2.31
0,2.5
0.00209205,0.1
0.001669449,0.32
0.00170068,0.44
0.001703578,0.73
0.001733102,0.22
0.001785714,0.72
0,0
0.001669449,0.13
0,0.13
0.001680672,0.07
0,0.61
0.001706485,0.38
0.001709402,0.14
0.002331002,0.18
0.001669449,0.32
0,0.1
0.001683502,0.16
0,0.06
0.001669449,0.05
0.001672241,0.01
0.001706485,2
0.001834862,0.79
0,0
0.001669449,0.05
0.001669449,0.04
0,1.09
0.001672241,0.1
0.001686341,0.24
0.001697793,0.18
0.001730104,0.22
0.001733102,0.23
0,0.04
0,0.06
0.001675042,0.09
0.001680672,0
0.001677852,0.3
0.001692047,0
0.001757469,0.36
0.001760563,11.81
0.001672241,0.05
0,0.19
0,0.01
0,0
0.001672241,0.19
0.001675042,0.35
0,0.16
0.001694915,0.01
0.001677852,0.09
0.001680672,0.61
0.001776199,0.92
0.001912046,0.24
0,0
0.001669449,0.87
0.001672241,0.18
0.001769912,4.77
0.001814882,0.75
0.001669449,1.83
0.001672241,0.43
0.001683502,0.34
0,0
0.001694915,0.73
0.001782531,0.1
0,0.04
0.001872659,0.16
0.002096436,0
0.002132196,0.25
0.002109705,0.39
0.002164502,0.23
0.002227171,0.28
0.002257336,0
0.002262443,0
0.002267574,0
0.001675042,0.01
0,0.07
0.001672241,0.13
0,0.21
0.001675042,0.28
0.001782531,0.05
0.001703578,0.38
0.00203252,1.08
0,0.15
0.001692047,0.12
0.002070393,0.24
0.002141328,0.51
0.002202643,0
0,0
0.002304147,0
0,0.06
0.00172117,0.23
0.002141328,0.05
0,0
0.001669449,0.45
0,2.8
0.001766784,8.65
0.001964637,2.28
0.001751313,0.13
0.001686341,0.21
0.00170068,0
0.001801802,2.92
0.002061856,0.32
0,0.07
0.001677852,0.13
0.001680672,0.4
0.001669449,0.05
0.001669449,0.4
0.001672241,0.11
0.00172117,0.04
0.001724138,0.08
0.001745201,0.38
0.001669449,0.05
0.001669449,0.04
0,0
0.001757469,0.05
0.001736111,0.02
0.001769912,3.22
0,0
0,0.28
0.001669449,0.3
0.001821494,0.24
0.002427184,0.09
0.001675042,0
0.001683502,0.03
0.001686341,0.1
0.001828154,0.11
0.001669449,0.05
0.002375297,0
0.002409639,0
0.001669449,0.05
0.001766784,0.01
0.001769912,0.21
0.001683502,0.01
0.001672241,0.07
0.001692047,0.14
0,0.51
0,0
0.002457002,0.04
0,1.07
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.001680672,0.55
0.001683502,0.04
0.002267574,0
0.002283105,0
0.00228833,0
0.002347418,0
0.002352941,0
0.001692047,4.01
0,1.54
0.001792115,1.7
0.001980198,0.19
0.002247191,1.84
0.002475248,0.03
0,0
0.00248139,0
0.001669449,0.33
0.001669449,0.09
0.001672241,0.08
0.001697793,0.09
0,0
0,0.08
0.002079002,0.09
0,0.26
0.001686341,0.76
0,0.29
0,0.1
0.001841621,0.02
0,0.11
0.001769912,5.58
0.001937984,0.11
0,0.32
0.001831502,0.78
0,1.16
0,0.96
0,1.55
0,4.33
0.002105263,0.38
0.001680672,0.03
0.001689189,0
0.001715266,0
0.001776199,0.08
0.001669449,0
0.001841621,0.14
0.001858736,0.16
0,0.27
0.001677852,0.17
0.001715266,0.05
0,0.01
0.001876173,0.12
0.001680672,0.13
0,0.01
0,0.38
0,1.32
0,0.29
0,0.76
0,0.35
0,7.37
0,4.97
0,0
0,0
0,0
0,0.05
0,47.69
0,1.7
0,0
0,0
0,0
0.001669449,0.84
0.001672241,0.52
0,0.12
0.001675042,0.82
0.001834862,0.07
0.001669449,0.3
0.001680672,0.01
0.001706485,3.4
0.001709402,1.3
0.001686341,0.08
0.001712329,1.98
0,0.14
0,0
0,0
0.001669449,0.13
0.001672241,0
0.001675042,0.06
0.001677852,0.36
0.001669449,0
0,0.14
0.001675042,0.03
0.001715266,0.06
0,0.1
0.00204499,0.01
0.001831502,0.05
0.001841621,0.09
0.001855288,0.14
0,0.05
0.001692047,0.65
0.001886792,0.2
0.001953125,0.33
0.001984127,0.04
0.002074689,0
0.002212389,0
0.00170068,1.48
0.002008032,1.02
0,0.15
0.001715266,0.09
0.00170068,0.04
0.001669449,0
0.001677852,0.27
0.001709402,0.42
0.001821494,0.02
0.001669449,0.05
0.001677852,0.05
0,0.02
0,0.03
0.001792115,0.12
0.001795332,1.95
0.002277904,0.14
0,0
0.001669449,0.97
0.001694915,0.36
0.001736111,0.59
0.001760563,0.06
0.001680672,0.01
0.001689189,0.09
0.001692047,0.38
0,0.09
0,0.3
0,0.23
0,0.09
0,0.24
0,0.11
0.001669449,0.43
0.001672241,0.45
0.001675042,0.3
0.001677852,0.08
0.001680672,0.2
0,0.16
0.001831502,1.88
0.001851852,1.3
0.001883239,0.05
0.001915709,0.22
0,0.22
0.001821494,0
0.001785714,0
0.001828154,0
0.001694915,0.6
0.001703578,0
0.001718213,0.07
0.001748252,0.49
0.001869159,1.49
0.001686341,0.34
0.00172117,0.2
0.001934236,0.15
0,0
0,0
0.001669449,0.3
0.001669449,0.09
0.001672241,0
0.001709402,0.01
0.00174216,0.15
0.001669449,0.05
0,0.04
0,1.09
0.001754386,1.16
0.001669449,0.13
0.001709402,0
0.001669449,0.05
0.001672241,0.08
0,0
0,0.05
0,0.19
0.001897533,4.04
0.002040816,0.1
0.001912046,0.12
0.001669449,0.38
0.001689189,0.02
0.001669449,0.44
0,0.06
0,0.35
0,2.13
0,0.26
0,0
0,0
0.001669449,0.16
0.001694915,0.65
0.001683502,0.3
0.001730104,1.29
0.002083333,0.52
0,0.03
0.00172117,0.02
0,0.22
0.001669449,0.05
0.001760563,0.61
0.001712329,0.29
0.001763668,0.72
0,0
0,0.11
0.001675042,0.36
0.001677852,0.58
0.001680672,0.13
0.001858736,0.12
0.001912046,5.27
0.001669449,0
0.001879699,1.34
0.001692047,0
0.001715266,0.19
0.001697793,0.24
0,0.72
0.001769912,0.15
0,0.26
0,0.18
0.001805054,0.04
0.001912046,0.19
0.001926782,0
0.001915709,0.4
0.001677852,0.03
0,0.12
0.001669449,0.05
0.001669449,0.04
0,0
0.001824818,0.01
0.001845018,0.23
0.001669449,0.05
0.001876173,0.37
0,0
0.001692047,0.07
0.001694915,0.32
0.001697793,0.31
0.001706485,0.37
0.001669449,0.03
0.00172117,0
0.001730104,0.23
0,0.1
0,4.47
0,0.01
0.002457002,0.27
0.002475248,2.29
0.001845018,0.03
0.001855288,0.12
0.001858736,0.32
0.001862197,1.45
0.002309469,1.03
0,0
0,0
0,0
0,0
0.001831502,0.07
0,1.18
0,11.79
0,0.45
0,0.14
0,0.38
0,0.47
0,4.24
0,5.82
0,0.01
0.001677852,0.21
0.001757469,0.06
0.001915709,0
0.001669449,0.32
0.001680672,0.25
0.001689189,0.02
0.001692047,0.31
0.001766784,0.41
0,0.34
0.001669449,0.13
0.001712329,0.49
0.00174216,0.15
0.001834862,1.02
0.001838235,0.73
0.001841621,0.19
0.001904762,0.09
0.001908397,0.95
0.001960784,0.9
0.00203666,0
0.002040816,0
0.00204499,0
0.001669449,0.05
0.002293578,4.49
0.001669449,0.28
0.001683502,0.41
0.001686341,0.08
0,0.08
0,0.17
0,0.34
0.001811594,0.29
0,16.12
0.001669449,0.16
0.001706485,0.06
0.001724138,0.03
0,0
0,0
0,0
0,0
0,0.46
0,0.07
0,0.01
0.002487562,4.54
0.001677852,0.08
0.001733102,0.35
0.001996008,0.02
0.001675042,0.07
0.00209205,0.4
0.001686341,0.24
0,0.66
0.002040816,0.46
0.001669449,0.12
0.001672241,0.03
0.001683502,0.01
0.001686341,0.72
0.001697793,0.03
0.001706485,0
0.001709402,8.52
0.001890359,1.37
0.002136752,1.68
0,0
0.002217295,0
0.001669449,0
0,0
0,0.07
0.001814882,0.61
0,1.13
0,0
0,0
0.001669449,0.05
0.001675042,0
0,0.19
0,0.67
0.001675042,0.07
0.001680672,0.14
0,0
0.001669449,0.05
0.001672241,0.08
0.001760563,0.05
0,0.12
0.001937984,0.15
0.001988072,0.19
0.001669449,0
0.001672241,0.07
0.001677852,0.21
0.001669449,0.54
0.001692047,0.08
0.001669449,0.01
0.001672241,0.01
0.001675042,0.06
0.001683502,0.27
0,0.04
0.002008032,0
0,0
0.001669449,0.05
0.001669449,0.04
0.001672241,1.09
0.001677852,0.9
0.002398082,0.33
0.001736111,0.21
0.001751313,0.13
0.001876173,0.06
0,0.2
0.001683502,0.11
0.001686341,0.46
0.001798561,7.54
0,0.04
0.001996008,0.1
0.001680672,0.21
0.00170068,0.21
0.001715266,0.32
0.001718213,0.05
0.001945525,0.72
0.001811594,0.46
0,0.31
0.001669449,0.05
0.001686341,0.09
0.00177305,0.16
0.001712329,0.1
0.001754386,0.09
0.001669449,0
0,2.65
0.001689189,0.02
0.001692047,0.32
0,0.02
0.002409639,1.94
0,0.63
0,0.17
0,0.08
0.002053388,0.12
0.002132196,0.29
0,4.73
0.00177305,0.09
0.001934236,0
0.001669449,0.05
0,0.13
0,0.05
0.001754386,0.28
0.001675042,1.02
0.001715266,0.3
0,0
0,0.04
0,0.18
0,0.07
0,0.52
0.001672241,0.16
0.001709402,0.84
0.00177305,0.03
0,0.22
0,0.01
0,0
0,0.25
0,1.13
0,0
0.001697793,0.13
0.001680672,0.98
0.001838235,0.04
0.001669449,0.05
0.001669449,0.45
0.001677852,0.01
0.001945525,0.07
0,0.05
0.002020202,0.19
0.002096436,1.93
0,0.2
0,0.01
0.001669449,0.03
0.001677852,0.06
0.001680672,0.06
0.001697793,0.28
0.002444988,0.13
0.002298851,0.14
0.002304147,0.12
0.002232143,0.29
0.001669449,0.04
0.001677852,0.57
0,0
0.002463054,46.55
0.00172117,0.17
0.001748252,1.12
0.001669449,0.09
0.001672241,0.08
0.001689189,0.44
0.001811594,0.25
0.001904762,1.13
0,0.51
0,0.51
0.002040816,0
0.00204499,0
0,0
0.002070393,0
0.001923077,3.95
0.001686341,0.06
0.00172117,0.09
0.001748252,0.01
0.002016129,1.22
0.001669449,0.12
0.00170068,0.29
0.001736111,0.04
0.001669449,0.12
0,0.37
0.001683502,0.05
0.001680672,0.29
0.001724138,0.25
0.001686341,0.09
0.001937984,0.08
0.001677852,0.18
0.001680672,0.12
0.001697793,0.02
0.001683502,0.11
0.001686341,0.09
0,1.72
0.001706485,0.45
0,0
0.00203666,0.24
0.001937984,0.15
0.002277904,1.41
0.001669449,0.05
0.001672241,0.01
0.001677852,1.31
0,0
0.001851852,0.19
0,0.15
0,0.11
0,0.04
0.001669449,0.2
0.001669449,0
0.00170068,0.07
0,0.4
0.001730104,0.38
0.001675042,0.01
0.001715266,0.03
0,0.05
0.001669449,0.01
0.002066116,0
0.001672241,0.09
0.001686341,0
0,1.01
0,0
0.001669449,0.05
0,0.69
0,0
0,0
0,0
0,0
0,0
0,0
0.001669449,0.6
0,0.32
0.001745201,0.13
0.001788909,0.04
0,0.5
0,0.05
0,0.68
0.00209205,0.12
0,0.41
0,0.4
0,0.12
0.001669449,0.19
0.001689189,0.16
0,0.95
0.001703578,0
0.001677852,0.13
0.001680672,0.15
0,2.17
0.001858736,0.13
0.001697793,0.87
0.001748252,3.98
0.001845018,1.7
0,0.28
0,0.24
0,0.45
0,0.18
0.001669449,0.36
0,0.16
0.001683502,0.09
0.002183406,0.12
0.001727116,0.16
0,0.32
0.001675042,0
0.001683502,0.12
0.001692047,0.03
0,0.11
0.001724138,0.03
0.001801802,0.1
0,0.11
0.002159827,0.23
0.002325581,0.27
0,0
0,0
0,0
0.001669449,0
0,0.16
0.001727116,0.28
0.001736111,0.05
0.00173913,0.02
0.001706485,0.39
0.001984127,0
0,0
0.002132196,0
0.002309469,0
0.002469136,0
0.001677852,0
0,0
0.001953125,0.01
0.002004008,0.12
0.002283105,0.22
0.00228833,0.08
0.002057613,0
0.002061856,0
0.002066116,0
0.001669449,0.35
0.001776199,0.21
0.001675042,0.09
0.001677852,0
0,0
0.00170068,0.07
0.002369668,0.07
0.001680672,0.65
0.001683502,0.52
0,0.3
0.001814882,4.95
0,1.11
0.001669449,0.3
0.001669449,0.33
0.001672241,0.09
0.001675042,0.6
0.001680672,0.02
0.001683502,0.16
0.001692047,0.21
0,0.05
0.001724138,0.29
0.001715266,0
0,0.25
0.001669449,0
0.001694915,0.29
0,0.19
0.001715266,0.91
0.001926782,0.15
0.00174216,0.08
0,0
0,0.17
0,0
0.001669449,0.05
0.001675042,0.01
0.001669449,0
0.001692047,0.21
0.00204499,0.03
0.001669449,0.43
0.001886792,0.02
0.001675042,0.08
0.001677852,0.17
0.001669449,0.32
0,0.01
0.001763668,0.19
0.001945525,0.05
0.001782531,0.08
0.001785714,0.6
0.001949318,0.01
0,0.11
0.001964637,0.04
0.001669449,0
0,0.11
0,0.33
0.001677852,0.37
0.001703578,0.21
0.001706485,1.46
0,0.07
0,0.06
0,0.34
0,0.53
0.001851852,0.02
0.002004008,0
0.002008032,0
0.001680672,0
0.001689189,1.1
0.001692047,0.05
0.001709402,0.14
0,0.04
0,0.07
0,0.61
0,1.42
0,0
0.002493766,0
0.0025,0
0.001675042,0.05
0,0.28
0.001754386,0
0.001769912,0.03
0,0.11
0.001715266,0.01
0.001792115,0.24
0.001669449,0.05
0.001709402,0
0.00173913,0.38
0.001669449,0
0.001675042,0
0.001672241,0
0.001675042,0.4
0.001821494,0.08
0.001669449,0.05
0.001669449,0.45
0.001692047,1.29
0.001697793,4.2
