Color,Timeratio,TimeInt,MoveNumber,eva,Termination,Piece
0,0.760456274,2,40,13.42,0,Rook
0,0.471698113,2,26,-0.95,0,King
1,12.62135922,13,44,0.8,1,Rook
1,1.62601626,2,44,-10.63,0,Pawn
0,2.794411178,14,15,9.92,0,Bishop
1,1.592920354,9,13,-7.85,0,Knight
0,1.541425819,8,13,13.33,0,Queen
0,0.466200466,2,20,25.79,0,Pawn
0,5.158730159,13,18,6.23,0,Bishop
0,1.581027668,8,15,8.84,0,Bishop
0,0.418410042,1,43,5.77,1,King
0,0.25974026,1,31,11.7,0,Rook
0,0.485436893,2,39,64.64,0,Bishop
1,0.907029478,4,27,-8.74,0,Knight
1,0.522193211,2,47,-66.99,0,Pawn
1,0.545454545,3,18,-9.46,0,Knight
1,0.210970464,1,43,-71.71,0,Pawn
0,0.630914826,2,38,8.72,0,Queen
0,0.36101083,2,17,8.84,0,Bishop
0,0.602409639,3,21,9.55,0,Bishop
1,0.930232558,4,19,-9.77,0,Bishop
1,8.469945355,31,21,2.17,1,Rook
0,4.519774011,8,25,11.65,0,Bishop
0,0.560747664,3,16,7.3,0,Knight
1,1.617250674,6,26,1.88,1,Rook
0,0.193050193,1,22,12.23,0,Knight
0,3.719008264,18,11,1.37,0,Knight
0,1.428571429,5,25,7.69,0,Bishop
0,2.557544757,10,34,10.07,0,Queen
0,1.260504202,6,18,17,1,Pawn
0,0.920245399,3,32,10.04,1,Queen
1,0.453514739,2,49,7.18,1,Pawn
0,1.477832512,6,10,0.36,0,Knight
1,1.219512195,6,24,-10.77,0,Bishop
1,1.25,3,59,79,0,King
1,0.547445255,3,15,-7.71,0,Knight
1,0.865800866,4,30,-11.57,0,Rook
0,0.453514739,2,25,10.69,1,King
1,1.322751323,5,35,-8.66,1,Bishop
0,0.391389432,2,17,-11.86,0,King
0,7.142857143,3,40,-2.37,0,King
0,2.272727273,4,26,7.76,1,Knight
0,1.826484018,4,33,10.76,0,Queen
1,0.909090909,3,40,-2.84,0,Knight
0,0.383141762,1,24,11.44,0,Queen
1,2.603036876,12,18,-2.72,0,Rook
1,0.955414013,3,34,-62.12,0,Queen
0,2.005730659,7,21,4.25,0,Bishop
0,3.167420814,14,12,6.5,1,Pawn
0,0.612244898,3,24,12.47,0,Queen
1,0.643776824,3,16,-7.01,0,Queen
0,0.959232614,4,22,11.69,0,Rook
0,0.555555556,2,31,66.39,0,Pawn
0,2.529182879,13,13,8.36,0,Knight
1,0.483091787,2,18,-4.14,0,Queen
1,0.381679389,1,20,-12.15,0,Knight
1,1.577287066,5,18,-6.62,0,Knight
1,0.724637681,3,29,8.53,0,Pawn
1,0.203665988,1,38,-58.3,0,King
1,14.58333333,49,25,-4.95,0,Knight
0,0.45045045,2,26,-8.84,0,King
0,3.488372093,6,43,9.13,0,Bishop
1,6.164383562,18,35,-8.23,0,Rook
0,0.884955752,1,40,65.05,1,Rook
0,1.463414634,3,31,10.62,0,Queen
1,1.890359168,10,12,18.35,0,Queen
1,1.304347826,6,43,-9.44,0,Bishop
0,1.449275362,2,42,5,1,King
1,0.751879699,2,39,-4.47,0,Queen
0,0.561797753,1,37,8.75,0,Rook
0,2.564102564,1,53,10.46,0,Rook
0,3.927492447,13,34,8.91,0,King
0,0.621118012,3,18,13.07,0,Bishop
1,0.998003992,5,21,13.23,0,Rook
1,0.497512438,1,32,-66.01,0,Pawn
0,2.702702703,2,65,8.71,1,Rook
0,1.022494888,5,28,9.28,0,Bishop
1,1.724137931,6,26,-14.54,0,Knight
1,2.040816327,8,37,14.47,1,Knight
1,6.481481481,7,30,-7,0,Bishop
0,1.257861635,6,24,7.73,0,Knight
1,0.964630225,3,23,-11.26,1,Queen
0,0.934579439,2,40,21.87,0,Queen
0,2.083333333,8,20,8.94,0,Rook
0,1.082251082,5,23,10.81,0,Bishop
1,24.35897436,19,38,5.78,1,Bishop
0,5.775075988,19,32,9.31,0,Rook
0,0.650759219,3,24,-26.76,0,Knight
0,0.310559006,1,33,18.9,0,Bishop
0,0.647249191,2,37,11.48,0,Knight
1,1.913875598,8,29,-21.77,0,Rook
0,0.802139037,3,26,10.62,0,Bishop
1,0.273972603,1,22,-10.89,0,Rook
0,1.857585139,6,20,12.92,1,Knight
0,1.047120419,2,46,14.57,0,Queen
0,0.33557047,1,34,6.49,0,Pawn
0,0.506756757,3,5,-4.52,0,Bishop
0,0.740740741,3,28,12.93,0,Pawn
0,40,2,42,-8.47,1,Knight
1,0.544959128,2,39,-64.83,0,Queen
1,0.677966102,2,26,-13.39,1,Queen
0,13.22751323,25,36,16.43,0,Bishop
1,2.941176471,3,45,-10.03,0,Bishop
1,0.740740741,2,48,-22.7,0,Pawn
0,0.621118012,3,45,9.35,0,King
0,13.55932203,24,29,-5.63,0,Rook
0,0.796812749,2,70,0,0,King
0,4.624277457,16,24,8.69,0,Bishop
1,9.793814433,38,20,-6.39,0,Knight
0,1.141552511,5,21,20.25,0,Knight
0,0.859598854,3,31,11.07,1,Queen
0,0.421940928,2,14,14.15,0,Bishop
0,0.843881857,2,25,6.04,0,King
1,1.016260163,5,18,-12.83,0,Knight
0,0.221238938,1,33,76.48,0,Rook
0,0.970873786,3,32,9.51,0,Pawn
0,2.43902439,1,42,0,0,Queen
0,1.111111111,2,46,11.38,0,King
0,2.479338843,6,36,8.91,0,Rook
1,3.073286052,13,25,-6.38,0,King
0,0.435729847,2,29,8.82,0,Bishop
0,9.042553191,17,30,14.18,0,Rook
0,0.168634064,1,5,3.92,0,Bishop
1,0.299401198,1,20,7.43,0,Bishop
0,11.81556196,41,20,-10.3,1,Rook
0,5.245901639,16,29,8.77,0,Rook
0,4.95049505,5,37,1.46,0,Queen
0,14.4,18,46,-19.5,0,Queen
1,1.428571429,1,52,-60.59,0,Queen
1,0.41322314,2,22,-14.41,0,Bishop
0,25.24271845,26,33,7.01,1,Rook
0,3.264094955,11,19,8.18,0,Bishop
0,1.063829787,2,40,13.22,0,Queen
1,0.512820513,1,37,-6.34,0,King
1,13.88888889,5,44,11.83,0,Pawn
1,0.638297872,3,28,-13.78,0,King
0,4.201680672,10,43,72.64,0,Rook
0,0.449438202,2,14,8.29,0,Knight
0,0.785340314,3,27,11.53,0,Queen
0,1.219512195,6,20,25.56,0,Queen
0,0.638297872,3,24,6.24,0,Rook
0,3.042596349,15,23,-15.26,0,Rook
1,0.64516129,2,41,-17.15,0,Pawn
0,17.26618705,24,21,19.96,0,Queen
1,7.5,6,45,14,0,King
0,6.783369803,31,16,7.98,1,Queen
0,0.563380282,2,31,8.11,0,Queen
0,1.230769231,4,24,5.71,0,Knight
1,0.579150579,3,18,-12.53,1,Bishop
1,0.952380952,5,23,6.76,1,Rook
1,2.222222222,4,41,6.77,1,Bishop
0,5.095541401,8,33,10.43,0,Knight
1,0.512820513,1,53,7.22,1,Pawn
0,0.420168067,2,21,13.02,0,Queen
1,6.14973262,23,27,-8.3,0,Pawn
1,0.74906367,2,53,-56.49,1,King
0,2.127659574,1,49,-3.94,1,Knight
1,0.381679389,2,21,-8.47,0,Rook
0,0.387596899,1,38,5.76,0,Rook
0,4.545454545,6,52,0,0,Rook
0,2.949061662,11,22,9.51,0,Bishop
0,5.720823799,25,15,-11.38,0,Pawn
0,0.909090909,2,30,21.5,1,Rook
1,1.351351351,5,22,-12.13,0,Knight
1,0.201612903,1,18,12.46,0,King
0,1.781737194,8,29,8.08,0,Rook
0,0.224215247,1,47,6.3,0,Pawn
1,0.925925926,2,40,3.58,1,Knight
0,4.347826087,8,49,9.85,0,Pawn
1,2.380952381,4,29,-8.68,1,Rook
1,0.224719101,1,28,-9.5,0,Queen
0,1.315789474,4,40,15.15,0,Bishop
0,1.263157895,6,25,7.62,0,Bishop
0,0.527240773,3,7,-1.31,0,Queen
1,0.36101083,1,34,-7.54,0,Queen
1,0.930232558,2,20,6.99,0,King
0,1.108033241,4,25,9.23,0,Rook
1,0.823045267,2,32,-3.84,0,Bishop
0,1.520912548,4,33,14.77,0,Queen
0,3.401360544,10,35,12.46,0,Pawn
0,0.495049505,2,36,0,0,Queen
0,0.236966825,1,35,6.22,0,King
0,10.74766355,23,30,-8.39,0,Queen
0,0.374531835,1,57,12.62,0,Pawn
0,0.910746812,5,12,2.5,0,Queen
1,3.8647343,8,35,-5.39,0,Pawn
0,1.993355482,6,28,6.69,0,Queen
0,0.248138958,1,54,8.54,0,King
0,3.96039604,4,45,2.82,1,King
0,1.184834123,5,20,14.38,0,Queen
1,0.668896321,2,32,-11.25,0,Queen
0,3.460207612,10,37,-18.12,0,King
1,1.152073733,5,19,-8.05,0,Queen
0,2.04778157,6,27,16.98,0,Queen
0,2.631578947,12,21,10.6,0,Rook
0,2.857142857,1,27,-8.25,0,Rook
0,1.290322581,6,23,4.95,0,Rook
0,0.769230769,2,41,70.89,0,Rook
0,1.342281879,4,25,6.76,0,Knight
1,1.432664756,5,30,-6.15,0,Bishop
0,1.965601966,8,20,12.92,0,Bishop
0,1.632653061,4,23,28.71,0,Bishop
0,3.431372549,7,23,1.86,0,Pawn
1,0.344827586,2,12,-8.69,0,Knight
1,0.177619893,1,16,8.75,0,Knight
1,1.146131805,4,36,-6.64,0,Bishop
1,0.544959128,2,39,-6.97,0,Rook
0,0.290697674,1,15,4.4,0,Knight
1,0.733496333,3,23,-12.77,0,Knight
0,0.773195876,3,26,4.36,1,Knight
1,0.341296928,2,7,-7.99,0,Bishop
0,2.34741784,10,14,6.83,0,Queen
0,0.392156863,2,17,1.16,1,Rook
1,1.369863014,3,30,11.37,0,King
0,2.45398773,8,26,-27.83,0,Rook
0,10.08403361,36,27,9.77,0,Queen
1,3.667481663,15,25,-14.96,0,Rook
0,0.188679245,1,22,8.07,0,Queen
0,9.81595092,16,24,9.77,0,Rook
1,3.03030303,2,39,-13.83,0,Rook
0,0.304878049,1,37,-6.31,0,King
1,0.73664825,4,11,-7.61,0,Bishop
0,0.684931507,2,32,9.52,1,Pawn
1,0.958466454,3,31,6.66,0,Pawn
0,5.031446541,8,35,11.31,0,Queen
0,1.315789474,5,19,13.41,1,Bishop
0,2.163461538,9,19,-12.23,0,Queen
1,0.232018561,1,26,-10.23,0,King
0,2.027027027,9,18,8.77,0,Queen
1,1.013513514,3,38,-66.91,0,Rook
0,8.532423208,25,24,7.32,0,Bishop
1,0.727272727,2,44,-56.8,0,King
1,3.043478261,7,37,-15.57,0,Rook
1,2.250803859,7,31,20,0,Bishop
0,0.294117647,1,21,10.69,0,Queen
1,0.171821306,1,14,-5.41,0,Pawn
0,2.364864865,7,41,10.23,0,Queen
1,17.68488746,55,19,-7,0,Queen
0,0.877192982,4,16,8.23,0,Knight
1,0.42462845,2,36,-58.39,0,Rook
0,0.394477318,2,19,13.39,0,Bishop
1,0.733496333,3,23,-0.19,0,Pawn
0,5,18,23,15.31,0,Queen
0,9.778597786,53,4,0,0,Pawn
0,1.754385965,6,36,-60.27,0,Bishop
1,0.961538462,4,27,-3.74,0,Queen
1,0.673400673,2,23,-7.16,1,Rook
1,4.098360656,5,32,-13.26,1,Pawn
1,0.564971751,2,27,-14.62,0,Queen
0,8.426966292,15,26,-8.6,0,Knight
1,1.445086705,5,31,-9.58,0,Rook
1,1.376146789,3,34,-20.71,0,Queen
0,1.633986928,5,28,10.01,0,Queen
1,3.03030303,9,25,-8.69,0,Knight
1,0.869565217,4,32,-10.84,0,Rook
1,3.125,2,81,0,0,King
0,2.139037433,12,11,0.08,0,Knight
0,7.6,19,21,9.12,0,Queen
1,2.745995423,12,16,-16.29,0,King
0,1.746724891,8,23,6.15,0,Pawn
1,1.411764706,6,25,-7.92,0,Bishop
1,1.7208413,9,14,-7.22,0,Bishop
1,100,3,55,0,0,Rook
1,0.729927007,1,33,-7.14,0,Bishop
1,0.627615063,3,27,-16.78,0,Queen
1,1.149425287,1,43,0,1,King
0,3.921568627,8,36,12.28,0,Pawn
1,1.904761905,2,53,0,0,Bishop
0,14.39688716,37,36,9.54,0,Pawn
1,0.73800738,2,27,-15.37,0,Bishop
1,6.081081081,9,41,9.19,1,Queen
0,0.724637681,3,57,6.99,1,Rook
1,0.387596899,2,19,-11.9,0,Knight
0,16.04938272,39,25,11.63,1,Rook
1,1.157407407,5,50,-11.08,0,Knight
0,2.597402597,10,24,2.55,0,Pawn
1,0.884955752,4,18,-9.13,0,Bishop
0,0.423728814,2,15,9.79,0,Bishop
0,35.86956522,33,35,6.09,1,Rook
1,1,1,41,-9.52,0,Queen
0,8.333333333,2,40,-8.03,1,Queen
0,0.219298246,1,23,7.62,0,Queen
1,3.2,4,37,0,0,Queen
1,0.682593857,2,46,-1.05,1,Pawn
0,1.619433198,4,36,65.59,0,Rook
1,5.042016807,18,27,4.8,1,Rook
1,1.515151515,8,13,-10.3,0,Bishop
0,7.514450867,26,16,19.85,1,Queen
0,1.255230126,6,23,13.15,1,Rook
1,5.653710247,16,18,9.67,0,King
0,0.480769231,2,15,17.92,0,Knight
1,0.428265525,2,21,43.93,0,Pawn
1,4.721030043,11,37,-8.2,1,Bishop
1,0.438596491,2,18,0,0,Queen
1,0.791556728,3,35,-28.49,0,Queen
1,0.333333333,1,70,0,0,Knight
1,0.816326531,2,32,-17.23,0,Rook
1,1.246882793,5,31,-8.84,0,Rook
1,1.796407186,9,14,-7.46,0,Bishop
1,1.891891892,7,31,-11.01,0,Rook
0,7.936507937,10,39,12.59,0,Knight
0,0.843881857,4,25,10.59,0,Rook
0,1.242236025,6,10,0.46,1,Queen
0,4.330708661,22,18,6.63,0,Bishop
1,0.217391304,1,28,-8.84,0,Pawn
0,3.636363636,12,33,-18.08,1,Queen
0,4.375,7,38,-4.21,1,Rook
1,2.727272727,3,34,-9.07,0,Queen
1,0.473933649,2,28,-10.45,0,Queen
1,1.856148492,8,33,-62.52,0,Pawn
1,0.527704485,2,26,-11.93,0,Bishop
1,1.807228916,9,13,-8.64,0,Rook
0,0.549450549,3,22,13.84,0,Pawn
0,1.111111111,5,26,8.11,0,Rook
1,0.210526316,1,25,-13.1,0,Knight
0,2.506963788,9,29,63.8,0,Rook
0,0.711743772,4,8,-5.95,0,Bishop
0,1.775147929,9,11,17.84,0,Bishop
1,30.63380282,87,20,-11.3,1,Pawn
0,5.084745763,3,50,0,0,King
1,0.684931507,4,7,-5.75,0,Pawn
1,1.377410468,5,24,13.46,0,Pawn
1,1.666666667,1,47,7.76,1,King
0,0.987654321,4,20,7.46,0,Rook
1,0.561797753,2,36,-18,0,Rook
1,0.518134715,2,27,-7.21,0,King
0,0.582524272,3,18,7.08,0,Rook
0,0.298507463,1,39,8.72,1,Queen
1,3.125,4,45,6.85,1,Pawn
0,15.6424581,56,23,-3.8,1,Queen
1,1.851851852,9,10,-10.82,0,Knight
1,0.400801603,2,28,-9.37,0,Knight
0,1.185770751,6,13,17.06,1,Bishop
1,1.058201058,2,34,-13.25,0,Rook
0,1.104972376,4,23,-9.59,0,Pawn
1,37.5,3,59,0.86,1,King
0,1.282051282,6,26,12.13,0,Queen
0,0.8,1,35,-65.46,0,Rook
0,0.641025641,1,47,73.17,0,Rook
0,5.128205128,8,45,-2.48,1,Pawn
0,0.366300366,1,35,9.52,0,King
1,12.30769231,8,53,-10.66,0,Pawn
1,0.573613767,3,18,-22.03,0,Rook
1,0.686106346,4,3,0.43,0,Pawn
1,19.13875598,40,19,-6.99,1,Pawn
1,0.887573964,3,26,6.35,0,Pawn
1,0.44345898,2,17,-8.07,0,Queen
1,12.06896552,28,10,10.04,0,Pawn
0,0.41322314,2,24,7.03,0,Bishop
1,1.258992806,7,8,-2.29,1,Pawn
0,1.19047619,2,32,15.38,0,King
0,1.131221719,5,16,16.06,0,Bishop
0,8.994708995,17,49,13.87,0,Rook
1,0.753295669,4,19,-9.7,0,Rook
0,0.200400802,1,25,20.3,0,Queen
1,0.900900901,2,33,0.07,1,Queen
1,0.740740741,3,32,10.58,0,Bishop
0,2.447552448,7,39,8.91,0,Rook
1,0.804289544,3,34,-13.08,0,Pawn
1,1.734104046,9,18,-7.38,0,Bishop
0,0.643776824,3,21,12,0,Knight
0,0.466200466,2,26,-14.46,0,Rook
0,1.538461538,7,20,-0.05,0,Knight
1,7.430997877,35,22,-1.82,0,Queen
0,0.765306122,3,22,6.84,0,Queen
0,0.352112676,1,36,15.28,0,Bishop
0,0.194174757,1,28,7.62,0,Rook
0,0.943396226,4,27,1.17,1,Rook
0,1.805869074,8,18,11.46,0,Knight
1,0.427350427,1,38,-5.7,0,Queen
0,2.684563758,8,29,15.88,0,Knight
1,8.80195599,36,14,-7.74,0,Bishop
1,1.446280992,7,22,-15.23,0,Rook
0,0.5859375,3,23,18.07,0,Pawn
0,0.23923445,1,30,-8.4,0,King
1,1.08401084,4,26,-12.77,0,Rook
0,0.932835821,5,19,6.32,0,Rook
0,0.787401575,4,16,13.25,0,Queen
1,2.923976608,15,12,9.36,0,King
1,1.904761905,4,71,0,0,King
0,7.555555556,34,20,-4.38,1,Knight
1,20.68965517,6,38,0,0,Queen
1,5.785123967,21,20,-12.77,1,Knight
1,1.515151515,3,40,-13.96,0,Knight
1,26.66666667,4,46,-4.56,1,Rook
1,4.958677686,6,17,-8,0,Queen
0,2.471910112,11,16,-13.38,0,Queen
1,0.338409475,2,5,0.74,0,Knight
0,3.956834532,11,33,10.97,0,Bishop
0,1.176470588,3,24,8.93,0,Rook
0,0.753768844,3,32,7.7,0,Queen
1,2.826855124,8,37,0,0,Queen
0,2.325581395,11,25,-5.32,1,Rook
0,2.132196162,10,21,-7.77,0,Pawn
0,0.934579439,4,21,14.55,0,Pawn
0,1.234567901,1,65,0,0,Bishop
1,9.210526316,7,33,-9.71,0,Queen
0,2.457002457,10,28,3.75,1,Bishop
0,1.52284264,3,61,69.38,0,Knight
0,0.983606557,3,33,16.82,0,Rook
1,0.490196078,1,36,-7.76,0,Pawn
1,3.93258427,7,29,-7.41,0,Knight
1,1.25,6,27,-7.76,0,Bishop
0,1.754385965,3,37,6.38,1,Knight
0,1.149425287,2,32,-0.34,0,Queen
0,0.456621005,1,46,9.59,1,King
0,0.501253133,2,47,20.34,0,Rook
1,1.74563591,7,27,-13.08,0,Rook
0,0.865800866,4,21,9.05,0,Bishop
0,2.48447205,8,34,5.69,0,Bishop
1,0.435729847,2,25,-8.72,0,Rook
0,10.63829787,5,50,-0.61,0,Bishop
0,0.173010381,1,10,-6.99,0,Bishop
1,0.985221675,2,36,-6.54,1,King
1,0.218340611,1,24,-4.72,0,Rook
0,2.301790281,9,26,8,0,Rook
0,0.958466454,3,15,7.7,0,Bishop
1,5.46875,7,23,-14.17,0,Queen
1,2.464788732,7,28,-7.32,0,Queen
0,1.492537313,2,46,8.78,1,Queen
1,0.871459695,4,18,0,0,Bishop
0,5.747126437,5,25,-14,0,King
0,1.550387597,8,20,9.85,0,Queen
0,0.769230769,1,48,9.11,0,King
1,0.778210117,2,64,8.92,0,King
1,4.029304029,11,30,-0.28,1,Rook
1,125,35,29,10.93,0,Pawn
0,0.171821306,1,9,5.22,0,Knight
0,9.615384615,25,31,-7.15,1,King
0,3.50877193,2,42,72.54,0,Rook
1,1.57480315,6,27,-9.53,0,Knight
0,1.002004008,5,22,9.08,0,Pawn
1,2.197802198,2,41,-72.51,0,Queen
0,5.964214712,30,12,3.45,0,Knight
0,0.764818356,4,23,1.84,0,Rook
1,3.50877193,6,24,-12.08,0,Pawn
1,0.840336134,3,26,-7.3,0,King
0,3.125,1,39,8.87,0,Rook
0,9.89010989,9,21,7.89,0,Knight
0,0.524475524,3,19,28.15,0,Rook
0,0.524934383,2,30,22.71,0,Knight
1,0.833333333,4,20,12.87,0,Pawn
1,10.21671827,33,19,9.2,1,Rook
0,35.23809524,37,45,-13.48,0,Queen
0,3.293413174,11,29,9.32,0,Knight
1,1.515151515,2,25,-16.38,0,Bishop
1,0.732600733,2,51,0,0,King
0,0.4,2,16,13.15,0,Knight
0,0.273224044,1,63,0,0,King
1,0.806451613,2,42,11.1,1,Bishop
1,0.401606426,1,38,-73.98,0,King
1,0.536193029,2,40,-12.35,0,King
1,24.3902439,70,19,10.25,0,Knight
0,8.133971292,17,32,-6.3,1,Knight
0,34.48275862,40,21,12.29,1,Bishop
1,0.833333333,2,39,-76.03,0,Queen
0,0.279329609,1,20,10.43,0,Rook
1,0.628930818,3,34,-9.39,0,Rook
1,15.23809524,64,20,-5.5,0,Knight
0,0.374531835,2,18,7,0,Bishop
0,4.838709677,18,27,7.3,0,Rook
1,4.098360656,15,26,-10.19,1,Rook
0,4.437869822,15,19,5.56,0,Knight
1,3.255813953,7,41,-69.17,0,Pawn
0,2.201257862,7,37,7.41,0,Knight
1,0.372439479,2,19,-17.92,0,Queen
1,0.290697674,1,28,-4.86,0,Rook
1,3.744493392,17,13,15.31,0,Pawn
0,0.583090379,2,22,7.76,0,Bishop
0,1.5625,5,38,13.02,0,Queen
0,0.623700624,3,28,10.07,0,Rook
1,0.631578947,3,31,-12.24,0,Pawn
1,1.138952164,5,26,-7.53,1,King
1,2.337662338,9,39,-7.23,0,Pawn
0,6.565656566,13,21,10.32,0,Bishop
1,0.177304965,1,7,-8.07,0,King
1,2.142857143,9,26,-10.31,0,Pawn
0,0.456621005,1,46,-60.12,1,King
0,1.639344262,5,47,-60.33,1,Rook
0,0.184842884,1,15,11.23,0,Knight
1,0.252525253,1,43,14.77,0,King
1,1.876675603,7,35,-11.47,1,Knight
0,0.8,2,52,0,0,King
1,0.81799591,4,21,20.72,0,Rook
0,5.703422053,15,35,7.46,0,Bishop
1,2.37388724,8,25,17.36,0,Rook
0,0.617283951,2,31,11.51,0,Queen
0,1.079136691,3,33,10.62,0,Rook
1,4.444444444,2,45,10.53,0,Queen
0,6.43776824,15,23,-5.45,0,Pawn
0,0.557103064,2,35,-9.36,0,King
1,0.403225806,1,38,-3.57,1,King
1,1.271186441,3,22,-10.71,0,Bishop
0,3.404255319,8,32,28.09,0,Queen
0,0.925925926,3,28,8.67,0,Bishop
1,5.194805195,16,36,-8,0,Pawn
0,0.416666667,1,25,7.23,0,Rook
1,2.761341223,14,19,8.13,0,Rook
0,0.299401198,1,59,7.09,0,Pawn
1,0.553505535,3,17,-10.31,1,Queen
1,2.191780822,8,20,9.11,1,Queen
1,1.587301587,5,28,-10.2,0,Rook
0,0.364298725,2,25,13.6,0,Rook
0,2.507836991,8,33,1.07,0,Rook
0,0.66518847,3,23,21.6,0,Queen
1,3.394255875,13,16,12.07,0,Pawn
0,0.512820513,3,7,10.93,0,Knight
0,7.567567568,14,22,15.91,0,Knight
1,0.170940171,1,6,-0.35,1,Bishop
1,3.636363636,2,38,-11.61,0,Pawn
0,0.483091787,2,33,0,0,Rook
1,0.975609756,2,46,-10.81,0,Knight
0,4.987531172,20,15,6.22,0,Bishop
1,0.883002208,4,25,-6.54,0,Pawn
0,0.879765396,3,42,10.81,1,Pawn
0,8.695652174,28,25,3.08,1,Bishop
0,1.393728223,4,36,65.95,0,Rook
1,1.023017903,4,26,-7.15,0,Queen
0,1.503759398,8,20,10.23,0,Bishop
1,0.904977376,2,28,-29.49,0,King
1,1.419878296,7,13,-12.24,0,Knight
0,0.530035336,3,10,23.47,0,Queen
0,0.931098696,5,13,13.3,0,Queen
1,1.644736842,5,40,-61.1,0,Rook
1,1.869158879,6,28,-14.18,1,Queen
1,31.78484108,130,15,1.52,1,Bishop
1,1.199040767,5,38,-10,0,Bishop
0,0.385356455,2,13,7.59,0,Queen
0,1.342281879,2,76,0,1,Pawn
1,33.33333333,22,50,0,0,Pawn
1,2.18579235,4,34,-10.22,0,King
0,4.845814978,11,25,-60.92,0,Bishop
0,1.492537313,4,23,7.53,0,Bishop
1,0.903614458,3,26,-15.92,0,Knight
1,1.153846154,3,29,-0.25,0,Rook
0,0.186219739,1,17,-0.15,0,Pawn
0,0.952380952,2,59,66.77,0,Rook
1,2.968460111,16,12,8.22,0,Bishop
0,1.261829653,4,36,-9.07,0,Bishop
1,0.793650794,4,18,-7.87,0,Pawn
1,0.709219858,4,13,-10.23,1,Knight
1,0.189753321,1,16,-9.84,0,Bishop
1,0.379506641,2,24,-14,0,Queen
0,1.176470588,3,39,7.62,0,Rook
1,1.068376068,5,22,-0.18,0,Bishop
1,0.206185567,1,26,-7.77,0,Rook
1,1.535087719,7,19,-8.74,1,Bishop
0,0.373134328,2,15,10.69,0,Bishop
1,0.392156863,1,37,-8.2,0,Pawn
1,0.857142857,3,27,-11.69,0,Rook
1,7.344632768,13,30,-18.5,0,Pawn
1,1.282051282,1,30,-8.13,0,Bishop
0,1.27388535,6,18,9.68,0,King
0,0.257069409,1,38,64.98,0,Rook
0,0.67114094,3,26,20.23,0,Queen
1,0.81300813,2,35,-4.2,0,Queen
1,0.576368876,2,37,3.7,0,King
0,1.511335013,6,30,12,0,Queen
1,0.630252101,3,16,-20.08,0,Queen
0,1.357466063,3,21,11.94,0,Knight
1,0.843881857,4,32,-19.5,0,Rook
0,0.787401575,2,35,0,0,Rook
1,2.202643172,10,33,-7.52,0,Knight
0,5.079365079,16,36,15.54,0,Knight
0,0.421940928,2,31,8.21,0,Bishop
1,1.082251082,5,17,-10.89,0,Bishop
1,21.53846154,14,31,-6.72,0,Queen
1,2.077151335,7,32,-1.73,1,Rook
1,0.73800738,2,28,-19.01,0,Bishop
1,8.064516129,10,27,-11.69,0,Bishop
1,5.470459519,25,19,-13.81,0,Rook
0,0.598802395,2,32,8.97,0,Knight
0,2.493765586,10,18,17.62,0,Bishop
0,2.857142857,1,49,-10.1,0,Queen
1,0.213219616,1,31,-11.78,0,Knight
0,0.263852243,1,29,-7.38,0,Rook
1,6.965174129,14,28,-11,0,Rook
0,14.81481481,36,23,-7.53,0,Rook
0,0.390625,2,9,11.57,0,Bishop
0,2.298850575,8,29,16.91,0,Queen
0,0.71942446,4,14,8.6,0,Queen
0,0.173611111,1,9,4.84,0,Bishop
1,4.032258065,5,55,67.38,1,Bishop
1,4.201680672,15,19,-9.88,0,Queen
1,2.985074627,2,45,-6.95,0,Queen
1,7.511737089,16,27,-6.02,0,Rook
1,0.404040404,2,34,-9.99,0,Queen
0,3.525641026,11,29,6.67,0,Queen
0,2.872062663,11,19,7.51,0,Knight
0,0.290697674,1,32,-6.97,0,Rook
0,46.39175258,45,28,-5.95,0,Knight
1,0.20661157,1,21,-14.54,0,Queen
0,0.227272727,1,29,7.69,0,Rook
0,2.264808362,13,8,0.75,1,King
1,0.273972603,1,42,7.53,0,King
1,0.448430493,2,22,-10.15,0,Rook
0,7.476635514,32,22,17.84,0,Knight
1,0.213675214,1,25,-12.31,0,Rook
0,0.454545455,1,37,8.14,0,Bishop
1,3.5,14,32,-63.72,0,Pawn
1,5.714285714,16,16,6.56,0,Knight
0,0.457665904,2,25,-16.99,0,Knight
1,3.93442623,12,19,8.57,0,Pawn
0,7.086614173,9,55,6.72,0,Pawn
0,2.097902098,9,19,8.57,0,King
0,0.56980057,2,30,13.56,0,Knight
1,1.824817518,5,37,-12.15,0,Pawn
0,0.688073394,3,16,26.46,1,Queen
0,100,13,62,0,0,King
1,0.775193798,1,51,-71.84,0,King
1,0.806451613,1,40,-61.19,0,Knight
1,0.601202405,3,19,0,0,Bishop
0,7.299270073,20,26,13.62,0,Rook
0,10.12658228,24,38,5.75,0,Rook
0,0.689655172,4,8,8.74,0,Bishop
0,1.609657948,8,19,12.75,0,Rook
0,0.358422939,2,12,2.72,0,Knight
1,0.680272109,2,40,-14.69,0,Rook
1,3.448275862,7,43,-14.23,1,Queen
0,0.529100529,2,25,21,0,Knight
0,0.394477318,2,18,9.97,0,Knight
1,1.882352941,8,31,-9,0,Rook
0,1.892744479,6,24,6.61,1,Pawn
0,2.914798206,13,19,15.84,0,Bishop
0,1.339285714,6,30,11.77,0,Knight
0,7.392996109,38,12,-12,0,Knight
